dissimilarity_1_0,dissimilarity_1_45,dissimilarity_1_90,dissimilarity_1_135,dissimilarity_3_0,dissimilarity_3_45,dissimilarity_3_90,dissimilarity_3_135,dissimilarity_5_0,dissimilarity_5_45,dissimilarity_5_90,dissimilarity_5_135,correlation_1_0,correlation_1_45,correlation_1_90,correlation_1_135,correlation_3_0,correlation_3_45,correlation_3_90,correlation_3_135,correlation_5_0,correlation_5_45,correlation_5_90,correlation_5_135,contrast_1_0,contrast_1_45,contrast_1_90,contrast_1_135,contrast_3_0,contrast_3_45,contrast_3_90,contrast_3_135,contrast_5_0,contrast_5_45,contrast_5_90,contrast_5_135,energy_1_0,energy_1_45,energy_1_90,energy_1_135,energy_3_0,energy_3_45,energy_3_90,energy_3_135,energy_5_0,energy_5_45,energy_5_90,energy_5_135,homogeneity_1_0,homogeneity_1_45,homogeneity_1_90,homogeneity_1_135,homogeneity_3_0,homogeneity_3_45,homogeneity_3_90,homogeneity_3_135,homogeneity_5_0,homogeneity_5_45,homogeneity_5_90,homogeneity_5_135,ASM_1_0,ASM_1_45,ASM_1_90,ASM_1_135,ASM_3_0,ASM_3_45,ASM_3_90,ASM_3_135,ASM_5_0,ASM_5_45,ASM_5_90,ASM_5_135,label
0.9042814960629921,1.516523033046068,1.3642962598425197,1.4959389918779835,1.3321250000000002,2.1243386243386255,2.655937500000001,2.0967498110355227,1.4657012195121952,3.267039542143597,3.659489329268292,3.1943288241415173,0.9513421675082969,0.8682823735887821,0.8887750009647147,0.8724031945536923,0.9021744315910866,0.7298217469028,0.5751472255336996,0.7366543934170772,0.879427519159772,0.3697540972015944,0.22113153298615418,0.3911960586404294,1.5558562992125988,4.227912455824915,3.575295275590552,4.094240188480376,3.1193750000000002,8.710506424792133,13.800812500000003,8.484126984126975,3.8348577235772323,20.493236212278873,25.56815294715446,19.76521852237254,0.15177502151308916,0.12665745981340515,0.1337032719417687,0.12719906062679623,0.13004887903207785,0.11319862315006352,0.1052269589536113,0.11369842376404089,0.12643005319765532,0.098089842970769,0.09472053828546527,0.09883952649927562,0.6109876920958438,0.4694049905350199,0.5055279087937198,0.4724776221210105,0.49614433948213577,0.3894790949094657,0.342210432110847,0.39451830645764385,0.47200946392060056,0.293957068858854,0.27358218098393716,0.29948618855172887,0.02303565715529868,0.01604211212638434,0.017876564927934553,0.01617960102433938,0.016912710937500016,0.012813928283070096,0.011072712890624996,0.012927331566427419,0.015984558351561953,0.00962161729403012,0.008971980373088292,0.009769251998601007,1
0.9133243110236219,1.4196168392336799,1.2627952755905514,1.4361088722177453,1.3480000000000008,1.9184933232552264,2.3474374999999994,1.940098261526831,1.5115599593495936,2.7544875130072817,3.015815548780488,2.7756243496357977,0.9329091985821372,0.8498677016362787,0.8758107867887734,0.8462063766235958,0.8654360369976433,0.7290202721032631,0.598259128912902,0.7202777945322884,0.8294527595048952,0.4521265543994221,0.3490976362438057,0.44393357498436103,1.6136195866141725,3.6253332506665035,3.0,3.713745427490856,3.2331250000000016,6.550642479213901,9.678437500000005,6.761085915847822,4.085619918699189,13.109976586888651,15.594575711382108,13.296045785639967,0.1547717516246844,0.1317642164366543,0.13953613207178606,0.1315302565448891,0.13271837105549858,0.11899417542997201,0.11096210114550371,0.11841525811827942,0.12687946508730122,0.10413518026507723,0.10093870892642617,0.10384042664258054,0.6104336915154275,0.4859582665042873,0.5237683074089664,0.4818352526369997,0.496125612686685,0.40462752357660015,0.35382769655876645,0.4041863301768633,0.46628134101897434,0.3144439997012073,0.2919226666609714,0.31305559387596804,0.023954295100973,0.017361808733165483,0.019470332153554922,0.017300208386764337,0.017614166015625002,0.014159613786258955,0.012312587890624997,0.01402217335521874,0.016098398660839692,0.010844135768840132,0.010188622959733787,0.01078283420531315,1
0.8551919291338579,1.3887407774815552,1.2685162401574799,1.4160828321656649,1.2619375000000002,1.9515621063240098,2.5109375000000007,1.977576215671453,1.3935467479674792,3.099570759625382,3.5160060975609744,3.095668574401666,0.9539659527212896,0.8904236741761965,0.9066910458672411,0.8881277415964972,0.9102408291855171,0.7907566137257616,0.6613649256767562,0.7838820039361715,0.8896669571049866,0.4964431841743456,0.36042966490967726,0.49523455802394933,1.4343011811023612,3.432264864529731,2.9234128937007853,3.5042470084940196,2.7976874999999986,6.588876291257237,10.722687499999994,6.805744520030228,3.4419461382113803,16.039216961498425,20.48005589430894,16.07875910509885,0.14596959844068497,0.11996568997429852,0.1251798541242398,0.11865627563340547,0.12377534462686822,0.10437658588301243,0.0944546228686029,0.10402802783489132,0.1194001627968618,0.08724442478416662,0.08350801361670668,0.08705546976915685,0.628331417871714,0.4886230186302885,0.5170853492523677,0.4800624696174184,0.510941476244344,0.3941325729792679,0.3296371688204495,0.39260843633587095,0.4843508125591273,0.27623229216300027,0.24650804545847232,0.27851698645139156,0.02130712366893482,0.014391766771009507,0.015669995878565955,0.014079311747190694,0.015320335937499995,0.01089447168059387,0.008921675781250001,0.010821830575216924,0.014256398875917101,0.007611589655920107,0.006973588338208067,0.007578654816728581,1
0.9048966535433068,1.4785789571579124,1.3435654527559053,1.519251038502077,1.3937500000000005,2.115583270345172,2.743062500000001,2.1920508944318464,1.5442073170731712,3.340790842872008,3.81732723577236,3.4319719042663865,0.9532301026497305,0.8845643483578274,0.9011103541538886,0.8796302008465657,0.8976763871882026,0.7644128229210427,0.609874696179277,0.7464247142095336,0.8746572236334023,0.43689888175941904,0.27378849977324266,0.40826006886954647,1.5643454724409445,3.876123752247505,3.3235113188976406,4.041664083328169,3.4233749999999974,7.935437137818081,13.202562500000019,8.540123456790113,4.199314024390242,19.12018730489073,24.729547764227632,20.09391259105097,0.14806062319459312,0.12309188181348461,0.12950444242662454,0.12169345106917176,0.12485759075342587,0.10788272780825332,0.09800534105343443,0.1061252241160184,0.12017983070738589,0.09231237757849574,0.08919504761658256,0.09148418068619239,0.6110401778105289,0.47162407139707996,0.5047892067278847,0.46087211508879883,0.48333137965438994,0.3809813357404059,0.3169471615489951,0.3706901929683445,0.45542721924976354,0.26682205411738696,0.2404079888785168,0.2622724797291282,0.02192194814077129,0.015151611368384865,0.01677140060823091,0.014809296033124902,0.015589417968749977,0.011638682959349674,0.009605046875000002,0.011262563193675131,0.014443191708855932,0.008521575054194762,0.00795575651932443,0.008369355315823898,1
0.9501722440944889,1.5766631533263078,1.4372539370078745,1.645979291958585,1.5294375000000004,2.3745275888133017,3.073687500000002,2.4744268077601403,1.718622967479676,3.7877861602497402,4.245045731707314,3.876886056191462,0.9586385567924769,0.8912590184133284,0.9052633214852032,0.8826927823934075,0.9009870239625885,0.7544163195043623,0.5846554906653734,0.7325578305302772,0.8743139801078541,0.39212658640782555,0.22881246253517834,0.35968654180568294,1.726377952755905,4.564821129642262,3.9765009842519725,4.924421848843695,4.137687500000002,10.362685815066756,17.576937500000025,11.284706475182658,5.256732723577234,25.856074401664934,32.898501016260155,27.227172216441165,0.1396665714181653,0.1169928868662004,0.12309495625896572,0.11494393261228596,0.11529944878716898,0.10104805468140017,0.09289611132873113,0.09930525130409679,0.11058374250561553,0.08624300183491944,0.08353005238190576,0.08568924158553674,0.5989756015769214,0.46198248776227563,0.4952908764218852,0.4478020519180211,0.45972221120895235,0.3611167332990907,0.30838209055831584,0.35045770408284016,0.4301583181640848,0.2605239441747544,0.24687576183015156,0.2573306569672902,0.01950675117170547,0.013687335577287565,0.015152368256396681,0.013212107644377734,0.013293962890625004,0.01021070935489524,0.008629687500000009,0.009861532936569817,0.012228764106548278,0.007437855365497917,0.006977269650923922,0.00734264612350448,1
1.054379921259843,1.5811891623783245,1.3994832677165352,1.712443424886851,1.7523124999999993,2.33654572940287,2.934562500000001,2.5323129251700642,1.9517911585365848,3.5513137356919895,4.029979674796747,3.7638527575442264,0.9477337537146643,0.897431961762639,0.9160811019010333,0.8772165038881756,0.8677498653439442,0.7780625282225878,0.6481978192738458,0.7334436851722921,0.8365319514468738,0.504658960362424,0.3658519793754467,0.4393571067390579,2.3331692913385833,4.601835203670411,3.758366141732282,5.508835017670034,5.917312499999999,10.000062988158218,15.841062500000005,12.011022927689591,7.329712906504064,22.46507544224766,28.726880081300816,25.438670655567105,0.13135241478631057,0.11030040748188967,0.1171292231534777,0.10769729393435144,0.1076684091464391,0.09502866471339998,0.08794591732991364,0.09315033972113836,0.10312210581493893,0.08125568742930261,0.07787694442255694,0.07982521861925082,0.5835848079107238,0.458559150931965,0.49991382947077784,0.44195496627057607,0.43874273644316497,0.35888754895965996,0.3094589941466861,0.3468735311784806,0.4117006859702121,0.2633497654710831,0.23942211586373285,0.2548753369998202,0.01725345687019498,0.012166179890670903,0.013719254916537174,0.01159870712078209,0.01159248632812501,0.00903044711721179,0.007734484375000003,0.008676985790163485,0.01063416870770746,0.006602486739608527,0.0060648184725940225,0.006372065527611188,1
1.0844611220472449,1.9376898753797502,1.765686515748032,2.025544051088104,1.8706249999999984,3.0755228017132756,3.9915000000000007,3.224174855127231,2.0862550813008123,4.696149843912589,5.214430894308943,4.893145161290321,0.9508016492717781,0.8549366940584837,0.8752662610124323,0.8423733394561932,0.8631099709800032,0.6369442142837208,0.3912078901290731,0.6019933693680108,0.8300670006037731,0.1786258583574299,-0.010658037405440572,0.11703253360280981,2.3938853346456708,7.003596007192005,6.012733759842522,7.61113522227045,6.688249999999999,17.42346938775508,28.940374999999985,19.114323507180625,8.3266006097561,39.13137356919876,47.692073170731724,42.21351456815817,0.12857024595941904,0.10459056151822914,0.11015619005416347,0.10294533896650634,0.1039409199677874,0.08863085208578193,0.08086963853944197,0.0872150265629408,0.09969488603109021,0.07643562846773008,0.0739706095428168,0.07528212177074536,0.5716594398146825,0.41222502352401114,0.4429379545598485,0.39718230213173816,0.4177052507561957,0.30172590392782317,0.25014874784136365,0.2908033520803689,0.3913441407502554,0.2176043230133488,0.1998716988710774,0.20788919800580075,0.016530308146065507,0.010939185558698473,0.012134386207248982,0.010597742814928889,0.010803714843749986,0.007855427941451757,0.006539898437499999,0.007606460858374469,0.009939070300752067,0.00584240529925687,0.005471651076135859,0.005667397858305333,1
1.1424089566929145,2.0383160766321535,1.8468873031496065,2.1112282224564476,1.9725000000000004,3.2176870748299264,4.142062499999996,3.3381834215167507,2.1582190040650375,4.908298647242455,5.4100609756097535,5.030111862643082,0.9530511076759941,0.8545734582823511,0.8761840509817542,0.8454857999992504,0.8670288651914766,0.6325356332959294,0.39511133483177113,0.6086963216320546,0.8446318731982229,0.16285356075947469,-0.0023588824400041617,0.1353037707582986,2.5890132874015768,7.909479818959638,6.745878444881898,8.404488808977614,7.326749999999994,19.70206601158976,32.066812499999976,20.983434114386434,8.548335873983728,43.68600416233083,51.85327743902436,45.10009105098856,0.12422616027433338,0.10216277261745933,0.10787618259884868,0.10074603309814316,0.09998772385585637,0.08713012157537804,0.0798824331439648,0.08555691061474656,0.09642911559426835,0.07546350764796281,0.07328204859808335,0.07454850574927002,0.5555157532852983,0.40157916396253485,0.4358301267822641,0.39210985786135216,0.4046122674509839,0.297754677595595,0.24960330381573195,0.2867535387145311,0.3790945770707342,0.21381537677973045,0.1978620167674962,0.20553558982212933,0.015432138896504364,0.0104372321088867,0.011637270772100144,0.010149763185012156,0.00999754492187499,0.007591658085740159,0.006381203125000006,0.007319984953939733,0.00929857433429277,0.005694740986534142,0.005370258646731849,0.0055574797094489455,1
1.1085137795275577,2.107880215760435,1.9565698818897628,2.196974393948789,1.8964375000000033,3.3511589821113583,4.290812500000004,3.464789619551515,2.0579268292682924,4.966766389177935,5.3936102642276404,5.099180541103017,0.9583533655169547,0.856917420699778,0.872716690174263,0.8431484429436705,0.8826026565955123,0.6354241536732314,0.41550902780605903,0.6089389171804261,0.8640203949548011,0.23579107586269815,0.1036317057026404,0.196356158689643,2.464197834645671,8.283464566929137,7.37278543307087,9.078244156488323,6.944812500000001,20.943499622071037,33.42181249999999,22.441106072058425,8.051829268292689,43.55742715920917,50.63268546747973,45.61895161290321,0.12359022827934181,0.09910361525225485,0.103316783900449,0.09782715848154581,0.10030880055483674,0.08427599016673874,0.07773697388871656,0.08342556256630142,0.09694181562028106,0.07428335124895487,0.07267224779535614,0.07371835936428255,0.5640460897152033,0.3904417109534981,0.4170232980211721,0.38043220126709415,0.4150948045511354,0.28530042358878444,0.2348427687418956,0.2807948349412133,0.39346267334172963,0.20444294489490536,0.19084668747046388,0.2006712285074246,0.01527454452613982,0.00982152655606696,0.010674357835532078,0.00957015293657348,0.010061855468750016,0.0071024425185842455,0.006043037109375,0.006959824489503872,0.00939771561575657,0.005518016272775605,0.005281255599629645,0.0054343965073615046,1
1.1299827755905518,2.0583421166842344,1.8594365157480317,2.086428172856345,1.8901249999999998,3.20112118921643,3.9883124999999975,3.2556059460821345,2.086255081300812,4.554045265348593,4.8813516260162615,4.63260926118627,0.9454868309849679,0.8252530190106679,0.8540264332786446,0.82096744811589,0.85419559552235,0.5701283217581237,0.34727958470784887,0.5536047051756554,0.8201355887030674,0.1897344922454651,0.10395057972174422,0.16290332938320046,2.6700910433070857,8.128898257796521,6.805917814960631,8.324136648273292,7.113999999999995,19.30479969765683,29.302187499999985,20.014991181657816,8.753938008130076,36.24551248699274,40.54547764227645,37.35243236212289,0.13007227450129727,0.10441147628963936,0.10982626862398885,0.10433615114660026,0.1071453543235776,0.08917517218080179,0.0824097873245344,0.08918072228200877,0.10336114617353573,0.07789766947476183,0.07609229410953665,0.07746333207832354,0.5636837133314407,0.3983950141679751,0.43052576402340875,0.3935453268643275,0.42034001907373403,0.2939359947664275,0.24832562463212352,0.2913475880507077,0.39747269064931745,0.21173831832713103,0.1972060811930985,0.20910499559984816,0.01691879659394083,0.010901756380981922,0.012061809279868557,0.010886032436086214,0.011480126953124987,0.007952211333475645,0.006791373046874991,0.007953201226740775,0.01068352653830702,0.00606804690959924,0.005790037222852225,0.006000567816676628,1
